unidade;data;texto
5àsec Carrefour Pirituba;01/10/18 22:38;Q2 : foi bom atendimento | Q4 : maior agilidade no atendimento
5àsec Guarulhos Tiradentes;01/10/18 21:28;"Q4 : Mais promoções 
E a vaga para carro ser utilizadas só para clienres. | Q2 : Gostei do serviço"
5àsec Pio Xi;01/10/18 21:12;Q2 : Três datas prometidas e não cumpridas. | Q4 : Melhorar na qualidade de lavagem, produtos mais eficientes para manchas em tecidos brancos.  Cumprir o prazo ou avisar com antecedência que não será cumprido.
5àsec Oscar Freire;01/10/18 21:02;Q2 : Serviço e atendimento de Excelência.
5àsec Nestor Pestana;01/10/18 20:52;Q4 : melhorar o humor e a simpatia da atendente do balcão
5àsec Shopping Center Norte;01/10/18 19:52;"Q2 : Praticidade e atendimento | Q4 : Prazo de entrega.. 
Achei 7 dias meio longo"
5àsec George V Alto De Pinheiros;01/10/18 18:58;Q2 : Excelente atendimento
5àsec Cambuci;01/10/18 17:19;Q2 : Limpa e rápida só falta um aroma floral | Q4 : Manter promoções
5àsec Perdizes;01/10/18 17:13;
5àsec Shopping Eldorado;01/10/18 16:46;
5àsec Shopping Penha;01/10/18 16:36;Q2 : Me atendeu no prazo e qualidade do serviço.
5àsec Santa Cruz;01/10/18 16:15;Q2 : Funcionários educados e solicitos, serviço bem feitoe no prazo, preço compativel
5àsec Shopping Penha;01/10/18 16:09;Q2 : Pteco | Q4 : Preco
5àsec Guarulhos Parque Shopping Maia;01/10/18 16:05;Q4 : Gostaria que as roupas viessem com um aroma extra
5àsec Shopping Center Norte;01/10/18 15:52;Q4 : Os principais pontos são qualidade na limpeza e agilidade no atendimento.
5àsec Wal Mart Pacaembu;01/10/18 15:14;Q2 : Excelente atendimento e serviço de qualidade
5àsec Diogo De Faria;01/10/18 14:38;
5àsec Extra Itaim;01/10/18 13:30;
5àsec Mascote II;01/10/18 13:26;
5àsec Shopping Market Place;01/10/18 12:11;
5àsec Braz Leme;01/10/18 11:20;Q2 : Ternos vieram cheirando mal. Camisa branca com mancha preta no colarinho.  | Q4 : A limpeza das pecas
5àsec Portal Do Morumbi;01/10/18 11:01;Q2 : Cordialidade e rapidez
5àsec Brooklin;01/10/18 06:37;Q2 : preços muito altos, serviço a contento | Q4 : benefícios para clientes constantes.
5àsec Guarulhos;01/10/18 04:51;Q2 : Pq eu gosto do trabalho  | Q4 : Valor kkk
5àsec Bela Vista Competition;01/10/18 04:25;"Q2 : Fui muito bem atendida.

 | Q4 : Está tudo ótimo."
5àsec Shopping Penha;01/10/18 04:15;
5àsec Diogo De Faria;01/10/18 03:42;Q2 : Atendimento atencioso e qualidade da lavagem
5àsec Jardim Marajoara 2 Posto Shell;01/10/18 03:35;
5àsec Jardim Marajoara 2 Posto Shell;01/10/18 01:31;Q2 : Ótimo atendimento e respeito ao prazo estabelecido. Ah, o resultado final do trabalho foi muito bom também. | Q4 : Estão de parabéns.
5àsec Portal Do Morumbi;01/10/18 01:22;
5àsec Planalto Paulista;01/10/18 00:57;Q2 : O edredom veio com um cheiro ruim.  | Q4 : O edredom veio com im cheiri esquisito
5àsec Posto Avançado Ana Neri;30/09/18 22:33;"Q2 : Não pude utilizar os pontos acumulados. Segundo funcionário, não pude utilizar porque eles estavam ""sem conexão com a Internet"". | Q4 : Que eu possa utilizar os pontos, mesmo em offline."
5àsec Vila Nova Concei?Ao I;30/09/18 22:17;Q2 : Preço  | Q4 : Preços elevados
5àsec Vila Nova Concei?Ao I;30/09/18 21:56;
5àsec Panamby;30/09/18 21:46;
5àsec Posto Avançado Editora Abril;30/09/18 21:30;Q2 : Pessoa não disponível nos horários que a loja deveria estar aberta, dificultando para deixar e retirar as roupas. Cada dia a loja abre e fecha num horário diferente. | Q4 : Ter a loja aberta com pontualidade nos horários que estão fixos na porta.
5àsec Extra Morumbi;30/09/18 21:10;
5àsec Berrini;30/09/18 21:05;Q2 : Ótimo atendimento
5àsec Aclimaçao;30/09/18 20:36;Q2 : Uma das peças não estava pronta na data retirada, eu precisava dela naquele dia, fiquei 20 minutos esperando encontrarem, estava dentro da máquina molhada e com isso tive que esperar mais 25 minutos até secar e passar a peça  | Q4 : Não me deram nem desconto pelo transtorno, não sei se retornarei à utilizar o serviço
5àsec Shopping Center Norte;30/09/18 19:43;Q2 : Ótimo atendimento
5àsec Pinheiros;30/09/18 19:27;
5àsec Shopping Penha;30/09/18 19:10;
5àsec Shopping Eldorado;30/09/18 18:48;Q2 : Baixa pelo atendimento, de resto tudo ótimo. | Q4 : Contratação ou treinamento de pessoas para recepção.
5àsec Santana;30/09/18 18:41;Q2 : Não conseguiam  achar o material que deixei lá. Tive que voltar várias vezes por não estar pronto | Q4 : Cumprir certo com os clientes, no que diz respeito as datas de entrega
5àsec Posto Avançado Extra Brigadeiro;30/09/18 17:31;Q2 : Atendimento fraco e demorado | Q4 : Agilidade no atendimento
5àsec Oscar Freire;30/09/18 17:15;Q4 : Preço. | Q2 : Gosto muito da loja, só acho caro o serviço.
5àsec Carrefour Vila Maria;30/09/18 17:08;Q2 : Eu adorei o atendimento, agilidade e o meu edredon ficou MARAVILHOSO!!!
5àsec Vitoria Da Conquista;30/09/18 17:08;Q2 : eficiencia
5àsec Panamby;30/09/18 17:04;Q2 : Sempre tive um bom atendimento e qualidade nos serviços. | Q4 : Fornecer um benefício para os clientes ativos.
5àsec Ministro Rocha Azevedo;30/09/18 16:53;Q2 : O preço limita um pouco.
5àsec Shopping Analia Franco;30/09/18 16:39;
5àsec Guarulhos Timoteo Penteado;30/09/18 16:36;
5àsec Shopping Plaza Sul;30/09/18 16:24;
5àsec Pinheiros;30/09/18 16:21;Q2 : Bom atendimento, serviço bom
5àsec Campinas Sousas;30/09/18 16:11;Q2 : Me atendem muito bem! | Q4 : Tudo está bem!
5àsec Parque Shopping Barueri;30/09/18 16:09;Q2 : Desorganizado. Caro.  | Q4 : Ser mais organizado. Cumprir os prazos combinados pra execução do serviço.
5àsec Shopping Center Norte;30/09/18 16:07;Q2 : Boa qualidade do serviço | Q4 : Está ótimo!
5àsec Indianopolis;30/09/18 16:07;Q2 : E a melhor, sem dúvida. Estou satisfeito. | Q4 : Não sei dizer.
5àsec Vila Mariana Klabin;30/09/18 16:01;Q2 : Após lavagem de um vestido de seda, ele foi entregue ainda sujo! | Q4 : Fazer uma análise detalhado da peça, antes de entrega-lá!
5àsec Vila Guilherme;30/09/18 13:50;Q2 : Quando deixei para lavagem informei que gostaria que me entregasse, o qual passaram uma semana do prazo e nao foi entregue entrei em contato com a loja e me disseram que estava la para retirada e sequer se propuseram a entregar. | Q4 : Recepcionista mais atenciosa e focada no atendimento ao cliente
5àsec Moema Indios;30/09/18 13:10;
5àsec Extra Raposo Tavares;30/09/18 13:09;Q2 : Gosto muito do serviço  | Q4 : Apenas o visual da loja
5àsec Jardim Paulista;30/09/18 12:48;Q2 : A lavanderia nunca consegue tirar nenhuma mancha das minhas roupas. A roupa sempre volta do mesmo jeito que foi | Q4 : Usar novos produtos, fazer mais pesquisas sobre limpeza a seco
5àsec Santana;30/09/18 05:24;Q2 : Fui buscar e a peça não estava pronta, tive queagusrdar | Q4 : Trabalho impecável na limpeza e passar das peças que não sejam camisas
5àsec Guarulhos Parque Shopping Maia;30/09/18 03:05;
5àsec Interlagos Autodromo;30/09/18 02:58;Q2 : Simpatia no atendimento
5àsec Mooca;30/09/18 02:24;
5àsec Shopping Jardim Sul;30/09/18 01:57;
5àsec Alphaville Posto Ipiranga;30/09/18 01:24;Q2 : Certa vez lavaram uma jaqueta mesmo eu tendo pedido para fazer o teste para tirar uma mancha. Como a mancha não saiu, poderiam não ter lavado. | Q4 : Melhor prazo e ar condicionado na loja
5àsec Bela Vista Consolacao;30/09/18 01:19;Q2 : Otimo atendimento
5àsec Planalto Paulista;30/09/18 00:46;Q4 : Atendentes mais simpáticas
5àsec Vila Beatriz;30/09/18 00:42;Q2 : Seriedade e responsabilidade no trabalho
5àsec Brooklin;29/09/18 22:56;Q2 : Sempre sou bem atendida | Q4 : Descontos pois lavo toda semana na loja.
5àsec Jardim Aeroporto;29/09/18 21:12;Q2 : Atendente da loja João Pedro.  Nada solicita ou flexível  | Q4 : Atendimento. Simpatia da  atendente por  telefone.
5àsec Shopping Eldorado;29/09/18 20:56;Q2 : Loja Eldorado com ótimas funcionárias
5àsec Shopping Iguatemi Alphaville;29/09/18 20:37;Q2 : Entrega atrasou 2 vezes (1 semana) | Q4 : Cumprir com os prazos acordados com o cliente
5àsec Shopping Iguatemi;29/09/18 20:18;Q2 : Excelente serviço  | Q4 : Para mim sempre é excelente o trabalho e atendimento.
5àsec Shopping Iguatemi Alphaville;29/09/18 19:50;Q2 : 1 semana para lavar um casaco, no dia que deveria ficar pronto me ligaram dizendo que ia demorar mais 2 dias. No dia de ir buscar fiquei esperando quase 10 minutos pq a atendente nao estava na loja. | Q4 : Prazo de entrega e cordialidade dos atendentes
5àsec Alphaville Posto Ipiranga;29/09/18 18:55;Q2 : Pela facilidade de de comunicação pelo WhatsApp.
5àsec Moema Indios;29/09/18 18:26;Q2 : Muito bem  atendida
5àsec Loefgreen;29/09/18 18:25;Q2 : Bom serviço | Q4 : Economizar nos plásticos e buscar alternativas mais sustentáveis de empacotamento das peças.
5àsec Loefgreen;29/09/18 17:15;Q2 : Sim sem duvidas | Q4 : Um pacote com mais opções de peças no prazo de 60 dias tipo 25 peças, POR 200,00 r$
5àsec Lapa Albion;29/09/18 17:10;Q2 : Bom serviço e o atendimento! | Q4 : Nada á acrescentar.
5àsec Shopping Center Norte;29/09/18 16:48;Q2 : Ótimo atendimento com presteza e simpatia  | Q4 : Mesmo com atendimento eficaz de presteza e simpatia da atendente sugiro que em horários de pico tenha mais uma pessoa para atender . Quanto à lavagem das peças ficaram ótimas  qto a limpeza mas sugiro maior atenção nas blusas e vestidos na parte das axilas .
5àsec Alameda Santos II;29/09/18 16:46;Q2 : Performance, qualidade do serviço. | Q4 : Estou satisfeita.
5àsec Brooklin;29/09/18 16:45;Q2 : Ótimo atendimento e serviço impecável  | Q4 : Nada, adoro a loja
5àsec Mooca;29/09/18 16:41;Q2 : Excelente. A roupa voltou impecável e como é delivery na data e horário combinados.
5àsec Paraiso Tutoia;29/09/18 15:06;Q2 : Bons serviços, qualidade | Q4 : Acho que clientes fidelizados poderiam ter um valor melhor...(além dos combos)
5àsec Brooklin;29/09/18 13:56;Q2 : A gola de algumas camisas vieram amarrotadas.
5àsec Alfonso Bovero;29/09/18 13:35;Q2 : Atendimento e eficiência
5àsec Jardim Avelino;29/09/18 12:42;Q2 : Atraso na entrega das roupas. 03 vezes que isto já ocorreu. As roupas ficam mais tempo em trânsito do que lavando e passando. Esta unidade não tem estrutura adequada. | Q4 : Melhorar a estrutura da unidade. Como pode uma lavanderia não ter máquina de lavar as roupas. Não entendo como a 5 a Sec vende uma franquia nestes moldes. Atraso na entrega das roupas já uma marca registrada nesta unidade. Nunca mais volto!!!
5àsec Paraiso Tutoia;29/09/18 10:38;Q2 : Ainda não entregaram um lençol. Desde segunda-feira. | Q4 : Devolver meu lençol limpo e passado
5àsec Extra Raposo Tavares;29/09/18 08:36;Q2 : Excelente serviço e atendimento.
5àsec Interlagos Sonda;29/09/18 04:58;
5àsec Shopping Center Norte;29/09/18 04:03;Q2 : Fui bem atendido e cumpriu com o prazo de entrega
5àsec Tabapua;29/09/18 04:01;
5àsec Teresina;29/09/18 03:13;
5àsec Shopping Ibirapuera;29/09/18 01:11;
5àsec Rua Da Mooca;29/09/18 00:53;"Q2 : Fiz um pacote para camisas , e levei 2 edredons para lavar , não pude utilizar as duas promoções.
 | Q4 : Maior flexibilidade aos pacotes."
5àsec Perdizes;29/09/18 00:40;Q2 : Gostei !! | Q4 : Continuar assim, sempre melhorando
5àsec Alphaville;29/09/18 00:14;"Q2 : Temperatura interna da loja estava maior que a temperatura externa mesmo com a alta temperatura no dia de ontem. Já reclamei na loja mas o conserto não é realizado. Isto acontece há pelo menos 4 meses.
O prazo de entrega colocado no ticket não é respeitado. | Q4 : Que os equipamentos de ar condicionados sejam consertados, pois a temperatura interna da loja é maior que a temperatura externa. 
Outro ponto é que os equipamentos das demais lojas do mesmo franqueado sejam consertadas, pois o argumento que é dado no momento que sou informado que as peças não serão entregues, é porque existem equipamentos quebrados nas demais lojas e que a loja em questão acaba tendo que suprir as deficiências das demais, atrasando assim as entregas."
5àsec Vila Romana;28/09/18 23:34;Q2 : Confiança
5àsec Schilling;28/09/18 23:28;Q2 : gosto do serviço mas acho alguns preço elevados | Q4 : Preços melhores
5àsec Cambuci;28/09/18 22:13;Q2 : Muito boa a qualidade da roupa e atendimento.  | Q4 : Achei os preços muito altos.
5àsec Centro Empresarial;28/09/18 21:16;Q2 : Feliz com atendimento
5àsec Jardim Marajoara;28/09/18 19:57;Q2 : Achei um pouco caro | Q4 : Xx
5àsec Guarulhos Timoteo Penteado;28/09/18 19:40;Q2 : É uma ótima pontuação. | Q4 : Fiquei satisfeita com tudo.
5àsec Alameda Santos;28/09/18 19:02;Q2 : A camisa voltou pior do que chegou
5àsec Carrefour Aricanduva;28/09/18 17:23;Q2 : Atendimento eficiente
5àsec Tatuape;28/09/18 17:20;Q4 : Aperfeiçoamento sempre!!! | Q2 : Todo o conjunto, recebimento, serviço, presteza na entrega, organização.
5àsec Indianopolis;28/09/18 17:18;
5àsec Brooklin Paulista;28/09/18 17:14;
5àsec Guarulhos Timoteo Penteado;28/09/18 17:05;Q2 : Gosto do serviço
5àsec Shopping Iguatemi;28/09/18 16:57;Q2 : Precisamos receber a NF no pagamento, e isso não acontece  | Q4 : agilidade com a NF, não deixar somente para a gerencia.
5àsec Colinas Sao Francisco;28/09/18 16:55;Q2 : Atendimento é muito bom e a qualidade dos serviços realizada é super adequada | Q4 : Pouco mais de agilidade na entrega, mas seria uma melhoria, pois nunca deixei de ser atendida
5àsec Shopping Center Norte;28/09/18 16:51;
5àsec Pedroso Alvarenga;28/09/18 16:15;"Q2 : Levei uma capa de edredom para lavar e passar ,só passaram as fronhas.
A atentamente tevi a moral de falar que tava passada | Q4 : Verifique antes de entregar"
5àsec Jardim Sao Paulo;28/09/18 16:14;Q2 : Excelente atendimento e qualidade do serviço | Q4 : Achei tudo excelente
5àsec Jardim Avelino;28/09/18 16:14;Q2 : Fiz um agendamento para entrega pelo aplicativo liguei la e nao me entregaram no mesmo dia que estava agendado
5àsec Shopping Iguatemi Alphaville;28/09/18 16:06;
5àsec Paraiso;28/09/18 16:03;Q2 : Eu gosto do serviço , porém me incomoda demais a quantidade de plástico usada nas embalagens.
5àsec Alfonso Bovero;28/09/18 16:03;Q2 : Ótimo Atendimento | Q4 : Quando eq
5àsec Shopping Iguatemi Alphaville;28/09/18 14:16;Q2 : Qualidade do serviço e pontualidade
5àsec Bela Vista Consolacao;28/09/18 13:39;
5àsec Ibirapuera;28/09/18 11:47;Q4 : Elas esquecem de entregar as peças eu tive que ligar um dia para pedir para entregar um casaco lindo azul claro fora outras peças que um belo dia resolveram me entregar estavam dentro de um armário muita falta de atenção precisa melhorar e o entregador que esquece de perguntar tem roupa para a lavanderia ? Um dia liguei e pedi para ele voltar pq tinha peça para a lavanderia precisa melhorar
5àsec Umuarama;28/09/18 11:37;Q2 : Ficou  tudo muito  cheiroso
5àsec Gumercindo Saraiva;28/09/18 04:38;Q2 : Serviço muito bom , porem as blusas vieram dobradas em plástico e ficaram com dobras e pontas marcadas. (precisei passar antes de usar) | Q4 : Talvez menor prazo para entrega do serviço.
5àsec Vitoria Da Conquista;28/09/18 04:27;
5àsec Shopping Eldorado;28/09/18 02:31;Q2 : Meu blaser ficou mal lavado e passado  | Q4 : Nao voltarei
5àsec Alphaville Bradesco Seguros;27/09/18 22:57;Q2 : Cordialidade no atendimento e qualidade nos serviços
5àsec Mascote II;27/09/18 21:44;
5àsec Shopping Eldorado;27/09/18 21:31;
5àsec Aclimaçao;27/09/18 20:36;Q2 : Sempre fui muito bem atendida | Q4 : melhorar os preços para que eu pudesse enviar mais peças.
5àsec Moema Lavandisca;27/09/18 20:02;Q2 : Não entregaram as colchas passadas. Paguei caro e o serviço foi muito mal feito.  | Q4 : Fazer o proposto.
5àsec Bela Vista Consolacao;27/09/18 19:52;Q2 : Ótimo  | Q4 : Terria que ter uma rampa na entrada pra pessoas com deficiência e bebê de carrinho.
5àsec Posto Avançado Editora Abril;27/09/18 18:35;Q2 : Horário de funcionamento irregular, péssimo, ao invés de ser uma facilidade, se torna uma frustração. | Q4 : Abrir e fechar no horário indicado na placa informativa.
5àsec Moema Lavandisca;27/09/18 18:32;Q2 : Tenho sentido falta de um cheirinho mais gostoso de roupa limpa.  | Q4 : Melhorar no cheirinho das roupas.
5àsec Vila Beatriz;27/09/18 18:19;Q2 : Bom atendimento e serviço
5àsec Campo Belo;27/09/18 18:02;Q4 : A gola das camisas geralmente não é passada da melhor forna.
5àsec Conselheiro Moreira;27/09/18 17:53;"Q2 : Funcionaria na recepção mente muito.
Unidade que a franquia Master não  valoriza dar treinamento 
Daria eu grátis 
Gerente omissa | Q4 : Honrar razões
Mentir menos
Aviso você me vender o que eu deixar
Produtos 
Idéias"
5àsec Imirim;27/09/18 17:50;
5àsec Paes De Barros;27/09/18 16:56;Q2 : Qualidade na limpeza das roupas e atendimento cordial.
5àsec Cambuci;27/09/18 16:54;Q2 : 5 a SEC é uma empresa de responsabilidade e confiança.  | Q4 : Continuem assim nos proporcionando confiança e satisfação em cuidar das nossas roupas
5àsec Jardim Sao Paulo;27/09/18 16:48;Q2 : Atendimento e eficiência  | Q4 : Para mim nada.A 5ÀSEC JARDIM SÃO PAULO é MIL.As meninas são atenciosas e o atendimento é rápido e eficaz.Sai de uma 5ÀSEC para ir para lá e tudo melhorar.
5àsec Brooklin Paulista;27/09/18 16:42;Q2 : SERVIÇO ATENCIOSO E CONSTANTE HA ANOS . ENTREGA DOMICILO EFICIENTE
5àsec Rua Da Mooca;27/09/18 16:40;Q2 : atendimento e qualidade na prestação de serviço
5àsec Aclimaçao;27/09/18 16:31;Q2 : A empresa que presta serviço de limpeza e lavagem de tapetes demora um pouco demais para retornar com os tapetes para a 5asec. | Q4 : Tempo de entrega dos tapetes.
5àsec Ibirapuera;27/09/18 16:31;
5àsec Shopping Iguatemi Alphaville;27/09/18 16:28;Q2 : Ótimo atendimento e serviço! | Q4 : Prazo de entrega.
5àsec Alphaville;27/09/18 16:27;Q2 : Pronto atendimento
5àsec Vila Nova Concei?Ao I;27/09/18 16:25;Q2 : Não foi entregue um suiter na data e tivemos que prorrogar mais
5àsec Vila Mariana Klabin;27/09/18 16:19;
5àsec Interlagos Sonda;27/09/18 16:17;Q4 : Se melhorar os preços seria bom
5àsec Jardim Avelino;27/09/18 16:17;Q2 : Já tive peças extraviadas e outras não ficaram prontas na data da retirada.
5àsec Mascote II;27/09/18 16:17;
5àsec Metro Conceiçao;27/09/18 16:11;
5àsec Mergenthaler;27/09/18 16:11;Q2 : O novo prazo para a entrega das roupas  | Q4 : Agilidade no atendimento e rever o novo prazo de entrega de 1 semana
5àsec Brooklin Paulista;27/09/18 16:09;
5àsec Gumercindo Saraiva;27/09/18 16:07;Q2 : Elas são ótimas  | Q4 : Não tenho certeza,mas talvez descontos por lavagens acumulada.
5àsec Bela Vista Competition;27/09/18 16:07;Q2 : Qualidade do atendimento | Q4 : Melhor atendimento, com respeito e educação. Posso exibir prova.
5àsec Vicente Rao;27/09/18 16:06;Q2 : Ótimo atendimento qualidade na lavagem  | Q4 : Estava tudo perfeito.
5àsec Faria Lima;27/09/18 16:03;"Q2 : Tive a experiência desconfortável de que meu ticket já havia sido baixado no sistema, ou seja, que minhas peças já haviam sido entregues. | Q4 : Ter uma embalagem não-transparente para o transporte do terno para não expor as peças.
Um concorrente pequena-empresa já utiliza."
5àsec Teresina;27/09/18 14:23;Q2 : Quando cheguei ainda não estava pronta. Ainda foram terminar de gomar.
5àsec Freguesia Do O;27/09/18 08:41;Q2 : Qualidade e atendimento excelentes
5àsec Planalto Paulista;27/09/18 04:39;Q2 : Qualidade do serviço
5àsec Alameda Jau;27/09/18 04:16;Q2 : Custo - beneficio
5àsec Alphaville;27/09/18 02:50;Q2 : Atendimento
5àsec Shopping Iguatemi Alphaville;27/09/18 02:46;Q2 : Numa fica pronto na data combinada. Estou ja a mais de uma semana sem camisas pela incompetência dessa loja. Não tem nem telefone para ligar e não avisam se a roupa não está pronta. Nunca mais volto nessa loja nem na 5 a Sec  | Q4 : Tudo. Atendam o prazo combinado com os seus clientes
5àsec Carrefour Pirituba;27/09/18 02:45;Q2 : Bom atendimento, cordialidade e pontualidade | Q4 : Se existisse uma forma deixar as roupas do dia-a-dia (calças e camisas sociais) e retirar em 24 horas.
5àsec Guarulhos Timoteo Penteado;27/09/18 02:22;Q2 : cordialidade no atendimento e rapidez na execução do serviço
5àsec Brooklin;27/09/18 00:58;Q2 : Deixei a roupa para lavar e voltou suja, visivelmente suja. | Q4 : Lavar a roupa que deixamos é um bom começo. Melhorar o atendimento na recepção é desejável. O que acham?
5àsec Centro Empresarial;27/09/18 00:26;Q2 : Tudo ótimo só o tempo q demora um Pouco pq sei q a lavagem eh feita em outra unidade mas acho um pouco ruim. | Q4 : Tempo entrega
5àsec Vitoria Da Conquista;26/09/18 23:18;Q2 : Excelente serviço
5àsec Tremembe;26/09/18 20:25;Q2 : O serviço é muito bom, a entrega é pontual e o atendimento sempre cordial. Recomendo. | Q4 :  Continuem assim.
5àsec Guarulhos Timoteo Penteado;26/09/18 20:02;Q2 : Adorei o servico
5àsec Jardim Aeroporto;26/09/18 19:14;
5àsec Tatuape;26/09/18 18:31;Q2 : Excelência no serviço, assim como pela educação e dedicação dos atendentes! | Q4 : Preços - ter mais descontos e promoções. Ofertar serviço de delivery
5àsec Analia Franco;26/09/18 17:13;Q2 : Deixei um terno, e por descuido meu esqueci de tirar o broche e o lenço do paletó, o broche e o lenço não voltaram !!' Veio com uma mancha meu paletó NUNCA mais levo e indico a ninguém péssimo serviço!!! | Q4 : Não haverá próxima
5àsec Jardim Sao Paulo;26/09/18 17:08;Q2 : Atendimento da pessoa foi ruim | Q4 : Tempo da entrega e qualidade da atendente
5àsec Vitoria Da Conquista;26/09/18 16:55;
5àsec Carrefour Aricanduva;26/09/18 16:34;Q2 : Excelência no serviço  | Q4 : Desconto
5àsec Vila Guilherme;26/09/18 16:33;
5àsec Posto Avançado Ana Neri;26/09/18 16:24;Q2 : As roupas estão um pouco ásperas e as camisas não ficam bem passadas | Q4 : Melhorar massagem das roupas e talvez por falta de conhecimento, melhorar a qualidade do amaciante ou processo de secagem para que as roupas não fiquem ásperas e mal passadas
5àsec Jardim Aeroporto;26/09/18 16:23;
5àsec Carrefour Pirituba;26/09/18 16:17;Q2 : bom atendimento. | Q4 : Ser mais rápidos na entrega das peças.
5àsec Guarulhos Timoteo Penteado;26/09/18 16:14;Q2 : Sereviço e atendimento muito bom
5àsec Bela Vista Consolacao;26/09/18 16:10;Q2 : Bom atendimento, bom serviço e entrega rápida
5àsec Tangara Da Serra Padrao II;26/09/18 16:06;Q2 : otimo serviço | Q4 : prazo menor para entrega
5àsec Wal Mart Pacaembu;26/09/18 15:03;
5àsec Av. Santa Ines;26/09/18 13:53;Q2 : Porque o serviço é muito bom!! | Q4 : Para mim esta tudo Bom!!
5àsec Moema Lavandisca;26/09/18 12:23;Q2 : A colaboradora Thamirys é sensacional! Sempre de bom humor, muitíssimo eficiente (estou estacionando o carro e ela já vai acessando a conta e buscando as roupas que vou retirar), simpática (sempre pergunta - pelo nome - como vai a minha esposa). Uma pérola.  | Q4 : Da última vez, uma das peças que pedi para caprichar, foi lavada sem o cuidado devido, mas a colaboradora deu o desconto no serviço seguinte. Esse caso raramente acontece. Mas, queria dizer que, quando a Thamirys é substituída, já apareceram colaboradoras com a camisa polo rota ou mesmo com limpeza duvidosa. Esse é um ponto crucial para uma empresa de lavagem de roupa.
5àsec Vila Beatriz;26/09/18 06:33;Q2 : Gosto dos serviços da lavanderia | Q4 : O custo dos servicos a meu ver é excessivo.
5àsec Parque Shopping Barueri;26/09/18 03:52;Q2 : Grampearam o edredom que enviei para lavagem, ficando 2 furos do grampo.
5àsec Alameda Santos;26/09/18 03:26;Q2 : Roupa mal levada e passada. | Q4 : Cimprir  hora e servico proposto.
5àsec Paes De Barros;26/09/18 03:07;
5àsec Alfonso Bovero;26/09/18 01:46;Q2 : Atendimento ótimo. Sempre com uma solução. | Q4 : Achei que o terno lavado ficou um pouco esbranquicado
5àsec Interlagos Autodromo;26/09/18 01:43;Q2 : Ótimo serviço, bom atendimento, etc | Q4 : Prazo
5àsec Penha;26/09/18 01:40;Q2 : Pela qualidade do serviço e pelo atendimento | Q4 : Se for possível diminuir o prazo de entrega
5àsec Clodomiro Amazonas;26/09/18 01:19;
5àsec Interlagos Autodromo;26/09/18 00:33;Q2 : Excelente atendimento e pontualidade  | Q4 : Acredito que poderiam fazer convênios agregados com alfaiates , costureiras , camiseiros
5àsec Alameda Santos II;26/09/18 00:30;Q2 : Não cumpriram a data de entrega | Q4 : Entregar as roupas na data marcada
5àsec Extra Morumbi;25/09/18 23:33;Q4 : Sem mais. | Q2 : 5asec alá melhor.
5àsec Alfonso Bovero;25/09/18 22:37;Q2 : Atendimento excelente
5àsec Teresina;25/09/18 22:04;Q2 : Além do serviço de lavagem atender minhas expectativas, sou muito bem recebido por funcionários muito cordiais, e competentes.
5àsec Avenida Atlantica;25/09/18 21:46;Q2 : Entrega antes do prazo
5àsec Faria Lima;25/09/18 21:39;
5àsec Bela Vista Consolacao;25/09/18 21:10;Q2 : Não recebi a NF no e-mail conforme prometido. | Q4 : Preparar melhor os atendentes
5àsec Shopping Iguatemi;25/09/18 21:05;
5àsec Vila Funchal;25/09/18 21:04;
5àsec Guarulhos Parque Shopping Maia;25/09/18 20:46;Q4 : Mais descontos
5àsec Faria Lima;25/09/18 20:23;Q2 : Serviço e atendimento ótimos!
5àsec Mooca;25/09/18 20:07;
5àsec Penha;25/09/18 20:02;Q2 : Achei meu tapete ainda um pouco sujo e encardido  | Q4 : A lavagem ser melhor
5àsec Rua Da Mooca;25/09/18 19:50;"Q2 : Atendimento e pontualidade associada a cortesia; | Q4 : promoções e estaionamento."
5àsec Santana;25/09/18 19:42;"Q2 : Já tive problemas c a 5 a Sec no passado, mas dei uma nova oportunidade e novamente me decepcionei. Deixei minhas roupas e peguei o ticket para retira-las na terça-feira. Como a minha semana estava corrida, acabei indo retirar apenas 4 dias depois e para a minha surpresa, uma das minhas peças não estava pronta. Ou seja, se eu tivesse retirado na data que me passaram, eu não conseguiria pois não realizaram o serviço no tempo prometido. 
O q mais me chateou, no entanto, foi a postura da atendente que simplesmente me disse que não estava pronto. Eles poderiam no minimo ter ligado para me avisar sobre o atraso. Eu entenderia. Achei desrespeitoso. | Q4 : O atendimento, acima de tudo. Pessoas mais preocupadas em atender o público"
5àsec Shopping Iguatemi;25/09/18 19:40;Q2 : Ultima, nao! Foi só a mais recente... | Q4 :  Por mais funcionários.
5àsec Jardim Avelino;25/09/18 19:27;Q4 : o prazo de entrega das peças
